,Unnamed: 0,DBA,ZIP,TYPE,CITY,YEAR,LAT,LONG,google_name,address,TRACT,STATE,County
1911,1911,EMERALD MEDICINE,80246.0,Med,Denver,2014,39.7070698,-104.9387098,Emerald Fields Dispensary Cherry Creek,"4182 E Virginia Ave, Glendale, CO 80246, United States",4952.0,Colorado,Arapahoe
1912,1912,EMERALD MEDICINE,802461315.0,Med,Glendale,2014,39.7070698,-104.9387098,Emerald Fields Dispensary Cherry Creek,"4182 E Virginia Ave, Glendale, CO 80246, United States",4952.0,Colorado,Arapahoe
1913,1913,EMJ'S,80907.0,Med,Colorado Springs,2021,38.8741417,-104.8261729,EmJ's/A Wellness Centers,"2918 Wood Ave, Colorado Springs, CO 80907, United States",1101.0,Colorado,El Paso
1914,1914,EMJ'S,80907.0,Med,Colorado Springs,2022,38.8741417,-104.8261729,EmJ's/A Wellness Centers,"2918 Wood Ave, Colorado Springs, CO 80907, United States",1101.0,Colorado,El Paso
1915,1915,EMJ'S,81428.0,Med & Rec,Paonia,2021,38.8681535,-107.5979814,EmJ's Paonia,"232 Grand Ave, Paonia, CO 81428, United States",964600.0,Colorado,Delta
1916,1916,EMJ'S,81428.0,Med & Rec,Paonia,2022,38.8681535,-107.5979814,EmJ's Paonia,"232 Grand Ave, Paonia, CO 81428, United States",964600.0,Colorado,Delta
1917,1917,EMJS,80907.0,Med,Colorado Springs,2020,38.8741417,-104.8261729,EmJ's/A Wellness Centers,"2918 Wood Ave, Colorado Springs, CO 80907, United States",1101.0,Colorado,El Paso
1918,1918,EMJS,80907.0,Med,Colorado Springs,2021,38.8741417,-104.8261729,EmJ's/A Wellness Centers,"2918 Wood Ave, Colorado Springs, CO 80907, United States",1101.0,Colorado,El Paso
1919,1919,EMJS,80907.0,Med,Colorado Springs,2022,38.8741417,-104.8261729,EmJ's/A Wellness Centers,"2918 Wood Ave, Colorado Springs, CO 80907, United States",1101.0,Colorado,El Paso
1920,1920,ENLIGHTENED CARE,80907.0,Med,Colorado Springs,2014,38.831511,-104.8165403,Enlightened Care,"112 S Corona St, Colorado Springs, CO 80903, United States",2200.0,Colorado,El Paso
1921,1921,ENLIGHTENED CARE PLUS,80905.0,Med,Colorado Springs,2016,38.831511,-104.8165403,Enlightened Care,"112 S Corona St, Colorado Springs, CO 80903, United States",2200.0,Colorado,El Paso
1922,1922,ENLIGHTENED CARE PLUS,80905.0,Med,Colorado Springs,2017,38.831511,-104.8165403,Enlightened Care,"112 S Corona St, Colorado Springs, CO 80903, United States",2200.0,Colorado,El Paso
1923,1923,ENLIGHTENED CARE PLUS,80905.0,Med,Colorado Springs,2018,38.831511,-104.8165403,Enlightened Care,"112 S Corona St, Colorado Springs, CO 80903, United States",2200.0,Colorado,El Paso
1924,1924,ENLIGHTENED CARE PLUS,80906.0,Med,Colorado Springs,2015,38.831511,-104.8165403,Enlightened Care,"112 S Corona St, Colorado Springs, CO 80903, United States",2200.0,Colorado,El Paso
1925,1925,ENLIGHTENED CARE PLUS,80906.0,Med,Colorado Springs,2016,38.831511,-104.8165403,Enlightened Care,"112 S Corona St, Colorado Springs, CO 80903, United States",2200.0,Colorado,El Paso
1926,1926,EUFLORA,80015.0,Rec,Aurora,2014,39.6372799,-104.7921615,Jars Cannabis Buckley,"4343 S Buckley Rd, Aurora, CO 80013, United States",84600.0,Colorado,Arapahoe
1927,1927,EUFLORA,80015.0,Rec,Aurora,2015,39.6372799,-104.7921615,Jars Cannabis Buckley,"4343 S Buckley Rd, Aurora, CO 80013, United States",84600.0,Colorado,Arapahoe
1928,1928,EUFLORA,80015.0,Rec,Aurora,2016,39.6372799,-104.7921615,Jars Cannabis Buckley,"4343 S Buckley Rd, Aurora, CO 80013, United States",84600.0,Colorado,Arapahoe
1929,1929,EUFLORA,80015.0,Rec,Aurora,2017,39.6372799,-104.7921615,Jars Cannabis Buckley,"4343 S Buckley Rd, Aurora, CO 80013, United States",84600.0,Colorado,Arapahoe
1930,1930,EUFLORA,80015.0,Rec,Aurora,2018,39.6372799,-104.7921615,Jars Cannabis Buckley,"4343 S Buckley Rd, Aurora, CO 80013, United States",84600.0,Colorado,Arapahoe
1931,1931,EUFLORA,80015.0,Rec,Aurora,2019,39.6372799,-104.7921615,Jars Cannabis Buckley,"4343 S Buckley Rd, Aurora, CO 80013, United States",84600.0,Colorado,Arapahoe
1932,1932,EUFLORA,80015.0,Rec,Aurora,2020,39.6372799,-104.7921615,Jars Cannabis Buckley,"4343 S Buckley Rd, Aurora, CO 80013, United States",84600.0,Colorado,Arapahoe
1933,1933,EUFLORA,80015.0,Rec,Aurora,2021,39.6372799,-104.7921615,Jars Cannabis Buckley,"4343 S Buckley Rd, Aurora, CO 80013, United States",84600.0,Colorado,Arapahoe
1934,1934,EUFLORA,80015.0,Rec,Aurora,2022,39.6372799,-104.7921615,Jars Cannabis Buckley,"4343 S Buckley Rd, Aurora, CO 80013, United States",84600.0,Colorado,Arapahoe
1935,1935,EUFLORA,80016.0,Rec,Aurora,2014,39.6025449,-104.7156651,Jars Cannabis Southlands,"6260 S Gun Club Rd, Aurora, CO 80016, United States",7112.0,Colorado,Arapahoe
1936,1936,EUFLORA,80016.0,Rec,Aurora,2015,39.6025449,-104.7156651,Jars Cannabis Southlands,"6260 S Gun Club Rd, Aurora, CO 80016, United States",7112.0,Colorado,Arapahoe
1937,1937,EUFLORA,80016.0,Rec,Aurora,2016,39.6025449,-104.7156651,Jars Cannabis Southlands,"6260 S Gun Club Rd, Aurora, CO 80016, United States",7112.0,Colorado,Arapahoe
1938,1938,EUFLORA,80016.0,Rec,Aurora,2017,39.6025449,-104.7156651,Jars Cannabis Southlands,"6260 S Gun Club Rd, Aurora, CO 80016, United States",7112.0,Colorado,Arapahoe
1939,1939,EUFLORA,80016.0,Rec,Aurora,2018,39.6025449,-104.7156651,Jars Cannabis Southlands,"6260 S Gun Club Rd, Aurora, CO 80016, United States",7112.0,Colorado,Arapahoe
1940,1940,EUFLORA,80016.0,Rec,Aurora,2019,39.6025449,-104.7156651,Jars Cannabis Southlands,"6260 S Gun Club Rd, Aurora, CO 80016, United States",7112.0,Colorado,Arapahoe
1941,1941,EUFLORA,80016.0,Rec,Aurora,2020,39.6025449,-104.7156651,Jars Cannabis Southlands,"6260 S Gun Club Rd, Aurora, CO 80016, United States",7112.0,Colorado,Arapahoe
1942,1942,EUFLORA,80016.0,Rec,Aurora,2021,39.6025449,-104.7156651,Jars Cannabis Southlands,"6260 S Gun Club Rd, Aurora, CO 80016, United States",7112.0,Colorado,Arapahoe
1943,1943,EUFLORA,80016.0,Rec,Aurora,2022,39.6025449,-104.7156651,Jars Cannabis Southlands,"6260 S Gun Club Rd, Aurora, CO 80016, United States",7112.0,Colorado,Arapahoe
1944,1944,EUFLORA,80023.0,Rec,Thornton,2017,39.6025449,-104.7156651,Jars Cannabis Southlands,"6260 S Gun Club Rd, Aurora, CO 80016, United States",7112.0,Colorado,Arapahoe
1945,1945,EUFLORA,80023.0,Rec,Thornton,2018,39.6025449,-104.7156651,Jars Cannabis Southlands,"6260 S Gun Club Rd, Aurora, CO 80016, United States",7112.0,Colorado,Arapahoe
1946,1946,EUFLORA,80202.0,Rec,Denver,2014,39.7434741,-104.9895883,Jars Cannabis 16th St Mall,"403 16th St Mall, Denver, CO 80202, United States",1706.0,Colorado,Denver
1947,1947,EUFLORA,80202.0,Rec,Denver,2015,39.7434741,-104.9895883,Jars Cannabis 16th St Mall,"403 16th St Mall, Denver, CO 80202, United States",1706.0,Colorado,Denver
1948,1948,EUFLORA,80202.0,Rec,Denver,2016,39.7434741,-104.9895883,Jars Cannabis 16th St Mall,"403 16th St Mall, Denver, CO 80202, United States",1706.0,Colorado,Denver
1949,1949,EUFLORA,80202.0,Rec,Denver,2017,39.7434741,-104.9895883,Jars Cannabis 16th St Mall,"403 16th St Mall, Denver, CO 80202, United States",1706.0,Colorado,Denver
1950,1950,EUFLORA,80202.0,Rec,Denver,2018,39.7434741,-104.9895883,Jars Cannabis 16th St Mall,"403 16th St Mall, Denver, CO 80202, United States",1706.0,Colorado,Denver
1951,1951,EUFLORA,80202.0,Rec,Denver,2019,39.7434741,-104.9895883,Jars Cannabis 16th St Mall,"403 16th St Mall, Denver, CO 80202, United States",1706.0,Colorado,Denver
1952,1952,EUFLORA,80202.0,Rec,Denver,2020,39.7434741,-104.9895883,Jars Cannabis 16th St Mall,"403 16th St Mall, Denver, CO 80202, United States",1706.0,Colorado,Denver
1953,1953,EUFLORA,80202.0,Rec,Denver,2021,39.7434741,-104.9895883,Jars Cannabis 16th St Mall,"403 16th St Mall, Denver, CO 80202, United States",1706.0,Colorado,Denver
1954,1954,EUFLORA,80202.0,Rec,Denver,2022,39.7434741,-104.9895883,Jars Cannabis 16th St Mall,"403 16th St Mall, Denver, CO 80202, United States",1706.0,Colorado,Denver
1955,1955,EUFLORA,80216.0,Rec,Denver,2017,39.7434741,-104.9895883,Jars Cannabis 16th St Mall,"403 16th St Mall, Denver, CO 80202, United States",1706.0,Colorado,Denver
1956,1956,EUFLORA,80216.0,Rec,Denver,2018,39.7434741,-104.9895883,Jars Cannabis 16th St Mall,"403 16th St Mall, Denver, CO 80202, United States",1706.0,Colorado,Denver
1957,1957,EUFLORA,80216.0,Rec,Denver,2019,39.7434741,-104.9895883,Jars Cannabis 16th St Mall,"403 16th St Mall, Denver, CO 80202, United States",1706.0,Colorado,Denver
1958,1958,EUFLORA,80216.0,Rec,Denver,2020,39.7434741,-104.9895883,Jars Cannabis 16th St Mall,"403 16th St Mall, Denver, CO 80202, United States",1706.0,Colorado,Denver
1959,1959,EUFLORA,80216.0,Rec,Denver,2021,39.7434741,-104.9895883,Jars Cannabis 16th St Mall,"403 16th St Mall, Denver, CO 80202, United States",1706.0,Colorado,Denver
1960,1960,EUFLORA,80216.0,Rec,Denver,2022,39.7434741,-104.9895883,Jars Cannabis 16th St Mall,"403 16th St Mall, Denver, CO 80202, United States",1706.0,Colorado,Denver
1961,1961,EUFLORA,80501.0,Rec,Longmont,2018,40.1531633,-105.1016625,Jars Cannabis Longmont,"250 S Main St, Longmont, CO 80501, United States",13211.0,Colorado,Boulder
1962,1962,EUFLORA,80501.0,Rec,Longmont,2019,40.1531633,-105.1016625,Jars Cannabis Longmont,"250 S Main St, Longmont, CO 80501, United States",13211.0,Colorado,Boulder
1963,1963,EUFLORA,80501.0,Rec,Longmont,2020,40.1531633,-105.1016625,Jars Cannabis Longmont,"250 S Main St, Longmont, CO 80501, United States",13211.0,Colorado,Boulder
1964,1964,EUFLORA,80501.0,Rec,Longmont,2021,40.1531633,-105.1016625,Jars Cannabis Longmont,"250 S Main St, Longmont, CO 80501, United States",13211.0,Colorado,Boulder
1965,1965,EUFLORA,80501.0,Rec,Longmont,2022,40.1531633,-105.1016625,Jars Cannabis Longmont,"250 S Main St, Longmont, CO 80501, United States",13211.0,Colorado,Boulder
1966,1966,EUFLORA,81611.0,Rec,Aspen,2020,39.1867379,-106.8159185,Jars Cannabis Aspen,"720 E Durant Ave, Aspen, CO 81611, United States",402.0,Colorado,Pitkin
1967,1967,EUFLORA,81611.0,Rec,Aspen,2021,39.1867379,-106.8159185,Jars Cannabis Aspen,"720 E Durant Ave, Aspen, CO 81611, United States",402.0,Colorado,Pitkin
1968,1968,EUFLORA,81611.0,Rec,Aspen,2022,39.1867379,-106.8159185,Jars Cannabis Aspen,"720 E Durant Ave, Aspen, CO 81611, United States",402.0,Colorado,Pitkin
1969,1969,EUREKA SUPPLY CO,80427.0,Rec,Central City,2014,39.7999993,-105.5127443,Golden Nugget Dispensary,"127 Main St, Central City, CO 80427, United States",13802.0,Colorado,Gilpin
1970,1970,EUREKA SUPPLY CO,80427.0,Rec,Central City,2015,39.7999993,-105.5127443,Golden Nugget Dispensary,"127 Main St, Central City, CO 80427, United States",13802.0,Colorado,Gilpin
1971,1971,EVER-GREENS,80452.0,Med & Rec,Idaho Springs,2014,39.7476097,-105.4602939,Dispensary Exit 243,"2235 East Idaho Springs Road, Idaho Springs, CO 80452, United States",14702.0,Colorado,Clear Creek
1972,1972,EVERBLOOM,80033.0,Med & Rec,Wheat Ridge,2018,39.7858123,-105.1118223,EverBloom Wheat Ridge Recreational & Medical Dispensary,"10185 W 49th Ave, Wheat Ridge, CO 80033, United States",10402.0,Colorado,Jefferson
1973,1973,EVERBLOOM,80033.0,Med & Rec,Wheat Ridge,2019,39.7858123,-105.1118223,EverBloom Wheat Ridge Recreational & Medical Dispensary,"10185 W 49th Ave, Wheat Ridge, CO 80033, United States",10402.0,Colorado,Jefferson
1974,1974,EVERBLOOM,80033.0,Med & Rec,Wheat Ridge,2020,39.7858123,-105.1118223,EverBloom Wheat Ridge Recreational & Medical Dispensary,"10185 W 49th Ave, Wheat Ridge, CO 80033, United States",10402.0,Colorado,Jefferson
1975,1975,EVERBLOOM,80033.0,Med & Rec,Wheat Ridge,2021,39.7858123,-105.1118223,EverBloom Wheat Ridge Recreational & Medical Dispensary,"10185 W 49th Ave, Wheat Ridge, CO 80033, United States",10402.0,Colorado,Jefferson
1976,1976,EVERBLOOM,80033.0,Med & Rec,Wheat Ridge,2022,39.7858123,-105.1118223,EverBloom Wheat Ridge Recreational & Medical Dispensary,"10185 W 49th Ave, Wheat Ridge, CO 80033, United States",10402.0,Colorado,Jefferson
1977,1977,EVERBLOOM,80216.0,Med & Rec,Denver,2018,39.77370850000001,-104.9433382,EverBloom Jackson Recreational & Medical Dispensary,"4095 Jackson St, Denver, CO 80216, United States",3501.0,Colorado,Denver
1978,1978,EVERBLOOM,80216.0,Med & Rec,Denver,2019,39.77370850000001,-104.9433382,EverBloom Jackson Recreational & Medical Dispensary,"4095 Jackson St, Denver, CO 80216, United States",3501.0,Colorado,Denver
1979,1979,EVERBLOOM,80216.0,Med & Rec,Denver,2020,39.77370850000001,-104.9433382,EverBloom Jackson Recreational & Medical Dispensary,"4095 Jackson St, Denver, CO 80216, United States",3501.0,Colorado,Denver
1980,1980,EVERBLOOM,80216.0,Med & Rec,Denver,2021,39.77370850000001,-104.9433382,EverBloom Jackson Recreational & Medical Dispensary,"4095 Jackson St, Denver, CO 80216, United States",3501.0,Colorado,Denver
1981,1981,EVERBLOOM,80216.0,Med & Rec,Denver,2022,39.77370850000001,-104.9433382,EverBloom Jackson Recreational & Medical Dispensary,"4095 Jackson St, Denver, CO 80216, United States",3501.0,Colorado,Denver
1982,1982,EVERBLOOM,81650.0,Med,Rifle,2018,39.5402886,-107.7832172,Everbloom Rifle Medical Dispensary,"1150 Railroad Ave, Rifle, CO 81650, United States",952004.0,Colorado,Garfield
1983,1983,EVERBLOOM,81650.0,Med,Rifle,2019,39.5402886,-107.7832172,Everbloom Rifle Medical Dispensary,"1150 Railroad Ave, Rifle, CO 81650, United States",952004.0,Colorado,Garfield
1984,1984,EVERBLOOM,81650.0,Med,Rifle,2020,39.5402886,-107.7832172,Everbloom Rifle Medical Dispensary,"1150 Railroad Ave, Rifle, CO 81650, United States",952004.0,Colorado,Garfield
1985,1985,EVERBLOOM,81650.0,Med,Rifle,2021,39.5402886,-107.7832172,Everbloom Rifle Medical Dispensary,"1150 Railroad Ave, Rifle, CO 81650, United States",952004.0,Colorado,Garfield
1986,1986,EVERBLOOM,81650.0,Med,Rifle,2022,39.5402886,-107.7832172,Everbloom Rifle Medical Dispensary,"1150 Railroad Ave, Rifle, CO 81650, United States",952004.0,Colorado,Garfield
1987,1987,EVERGREEN APOTHECARY,80210.0,Med & Rec,Denver,2014,39.688196,-104.987318,Colorado Harvest Company Denver Dispensary,"1568 S Broadway, Denver, CO 80210, United States",3005.0,Colorado,Denver
1988,1988,"EVERGREEN APOTHECARY,",80210.0,Med & Rec,Denver,2014,39.688196,-104.987318,Colorado Harvest Company Denver Dispensary,"1568 S Broadway, Denver, CO 80210, United States",3005.0,Colorado,Denver
1989,1989,EZ NATURAL ALTERNATIVES,80909.0,Med,Colorado Springs,2014,38.8538465,-104.7781696,Naturaleaf Medical Marijuana Dispensary Central,"2727 Palmer Park Blvd D, Colorado Springs, CO 80909, United States",700.0,Colorado,El Paso
1990,1990,EZ NATURAL ALTERNATIVES,80909.0,Med,Colorado Springs,2015,38.8538465,-104.7781696,Naturaleaf Medical Marijuana Dispensary Central,"2727 Palmer Park Blvd D, Colorado Springs, CO 80909, United States",700.0,Colorado,El Paso
1991,1991,Elements,80303.0,Rec,Boulder,2022,40.0138214,-105.2249415,Elements Boulder,"1534 55th St, Boulder, CO 80303, United States",12710.0,Colorado,Boulder
1992,1992,Elevate 6010,81082.0,Rec,Trinidad,2022,37.1720633,-104.4962847,Elevate 6010,"911 E Main St, Trinidad, CO 81082, United States",500.0,Colorado,Las Animas
1993,1993,Elite Cannabis,80223.0,Rec,Denver,2022,39.6909606,-104.9916192,Elite Cannabis,"1410 S Santa Fe Dr, Denver, CO 80223, United States",1403.0,Colorado,Denver
1994,1994,EmJ'S,81428.0,Med & Rec,Paonia,2022,38.8681535,-107.5979814,EmJ's Paonia,"232 Grand Ave, Paonia, CO 81428, United States",964600.0,Colorado,Delta
1995,1995,Emerald Fields,80211.0,Rec,Denver,2022,39.7695223,-105.0203608,Emerald Fields Recreational Marijuana Dispensary Highlands,"2675 W 38th Ave, Denver, CO 80211, United States",401.0,Colorado,Denver
1996,1996,Emerald Fields,80303.0,Rec,Boulder,2022,39.9854894,-105.229385,Emerald Fields Recreational Marijuana Dispensary South Boulder,"5190 S Boulder Rd, Boulder, CO 80303, United States",12501.0,Colorado,Boulder
1997,1997,Emerald Fields,80829.0,Med,Manitou Springs,2022,38.856904,-104.890047,Emerald Fields Recreational Marijuana Dispensary Manitou Springs,"27 Manitou Ave, Manitou Springs, CO 80829, United States",6702.0,Colorado,El Paso
1998,1998,Euflora,80015.0,Rec,Aurora,2022,39.6372799,-104.7921615,Jars Cannabis Buckley,"4343 S Buckley Rd, Aurora, CO 80013, United States",84600.0,Colorado,Arapahoe
1999,1999,Euflora,80016.0,Rec,Aurora,2022,39.6025449,-104.7156651,Jars Cannabis Southlands,"6260 S Gun Club Rd, Aurora, CO 80016, United States",7112.0,Colorado,Arapahoe
2000,2000,Euflora,81611.0,Rec,Aspen,2018,39.1867379,-106.8159185,Jars Cannabis Aspen,"720 E Durant Ave, Aspen, CO 81611, United States",402.0,Colorado,Pitkin
2001,2001,Euflora,81611.0,Rec,Aspen,2019,39.1867379,-106.8159185,Jars Cannabis Aspen,"720 E Durant Ave, Aspen, CO 81611, United States",402.0,Colorado,Pitkin
2002,2002,Euflora,81611.0,Rec,Aspen,2020,39.1867379,-106.8159185,Jars Cannabis Aspen,"720 E Durant Ave, Aspen, CO 81611, United States",402.0,Colorado,Pitkin
2003,2003,Everbloom,80033.0,Med & Rec,Wheat Ridge,2022,39.7858123,-105.1118223,EverBloom Wheat Ridge Recreational & Medical Dispensary,"10185 W 49th Ave, Wheat Ridge, CO 80033, United States",10402.0,Colorado,Jefferson
2004,2004,Everbloom,81650.0,Med,Rifle,2022,39.5402886,-107.7832172,Everbloom Rifle Medical Dispensary,"1150 Railroad Ave, Rifle, CO 81650, United States",952004.0,Colorado,Garfield
2005,2005,FARAGOSI FARMS,81082.0,Rec,Trinidad,2015,37.1662126,-104.5098161,Faragosi Farms,"118 Santa Fe Trail, Trinidad, CO 81082, United States",400.0,Colorado,Las Animas
2006,2006,FARAGOSI FARMS,81082.0,Rec,Trinidad,2016,37.1662126,-104.5098161,Faragosi Farms,"118 Santa Fe Trail, Trinidad, CO 81082, United States",400.0,Colorado,Las Animas
2007,2007,FARAGOSI FARMS,81082.0,Rec,Trinidad,2017,37.1662126,-104.5098161,Faragosi Farms,"118 Santa Fe Trail, Trinidad, CO 81082, United States",400.0,Colorado,Las Animas
2008,2008,FARAGOSI FARMS,81082.0,Rec,Trinidad,2018,37.1662126,-104.5098161,Faragosi Farms,"118 Santa Fe Trail, Trinidad, CO 81082, United States",400.0,Colorado,Las Animas
2009,2009,FARAGOSI FARMS,81082.0,Rec,Trinidad,2019,37.1662126,-104.5098161,Faragosi Farms,"118 Santa Fe Trail, Trinidad, CO 81082, United States",400.0,Colorado,Las Animas
2010,2010,FARAGOSI FARMS,81082.0,Rec,Trinidad,2020,37.1662126,-104.5098161,Faragosi Farms,"118 Santa Fe Trail, Trinidad, CO 81082, United States",400.0,Colorado,Las Animas
2011,2011,FARAGOSI FARMS,81082.0,Rec,Trinidad,2021,37.1662126,-104.5098161,Faragosi Farms,"118 Santa Fe Trail, Trinidad, CO 81082, United States",400.0,Colorado,Las Animas
2012,2012,FARAGOSI FARMS,81082.0,Rec,Trinidad,2022,37.1662126,-104.5098161,Faragosi Farms,"118 Santa Fe Trail, Trinidad, CO 81082, United States",400.0,Colorado,Las Animas
2013,2013,FIDDLER'S GREEN,81432.0,Med,Ridgway,2015,38.1499377,-107.7450978,Fiddler's Green Cannabis Dispensary,"402 Palomino Trail, Ridgway, CO 81432, United States",967602.0,Colorado,Ouray
2014,2014,FIDDLERS GREEN,81432.0,Med & Rec,Ridgway,2014,38.1499377,-107.7450978,Fiddler's Green Cannabis Dispensary,"402 Palomino Trail, Ridgway, CO 81432, United States",967602.0,Colorado,Ouray
2015,2015,FIDDLERS GREEN,81432.0,Med & Rec,Ridgway,2015,38.1499377,-107.7450978,Fiddler's Green Cannabis Dispensary,"402 Palomino Trail, Ridgway, CO 81432, United States",967602.0,Colorado,Ouray
2016,2016,FIDDLERS GREEN,81432.0,Med & Rec,Ridgway,2016,38.1499377,-107.7450978,Fiddler's Green Cannabis Dispensary,"402 Palomino Trail, Ridgway, CO 81432, United States",967602.0,Colorado,Ouray
2017,2017,FIDDLERS GREEN,81432.0,Med & Rec,Ridgway,2017,38.1499377,-107.7450978,Fiddler's Green Cannabis Dispensary,"402 Palomino Trail, Ridgway, CO 81432, United States",967602.0,Colorado,Ouray
2018,2018,FIDDLERS GREEN,81432.0,Med & Rec,Ridgway,2018,38.1499377,-107.7450978,Fiddler's Green Cannabis Dispensary,"402 Palomino Trail, Ridgway, CO 81432, United States",967602.0,Colorado,Ouray
2019,2019,FIDDLERS GREEN,81432.0,Med & Rec,Ridgway,2019,38.1499377,-107.7450978,Fiddler's Green Cannabis Dispensary,"402 Palomino Trail, Ridgway, CO 81432, United States",967602.0,Colorado,Ouray
2020,2020,FIDDLERS GREEN,81432.0,Med & Rec,Ridgway,2020,38.1499377,-107.7450978,Fiddler's Green Cannabis Dispensary,"402 Palomino Trail, Ridgway, CO 81432, United States",967602.0,Colorado,Ouray
2021,2021,FIDDLERS GREEN,81432.0,Med & Rec,Ridgway,2021,38.1499377,-107.7450978,Fiddler's Green Cannabis Dispensary,"402 Palomino Trail, Ridgway, CO 81432, United States",967602.0,Colorado,Ouray
2022,2022,FIDDLERS GREEN,81432.0,Med & Rec,Ridgway,2022,38.1499377,-107.7450978,Fiddler's Green Cannabis Dispensary,"402 Palomino Trail, Ridgway, CO 81432, United States",967602.0,Colorado,Ouray
2023,2023,"FIFTY 2 EIGHTY,",81635.0,Rec,Parachute,2017,39.45395,-108.050077,The Green Joint - Parachute Recreational Cannabis Dispensary,"315 E 1st St, Parachute, CO 81635, United States",952100.0,Colorado,Garfield
2024,2024,"FIFTY 2 EIGHTY,",81635.0,Rec,Parachute,2018,39.45395,-108.050077,The Green Joint - Parachute Recreational Cannabis Dispensary,"315 E 1st St, Parachute, CO 81635, United States",952100.0,Colorado,Garfield
2025,2025,FIFTY2EIGHTY,81635.0,Rec,Parachute,2017,39.45395,-108.050077,The Green Joint - Parachute Recreational Cannabis Dispensary,"315 E 1st St, Parachute, CO 81635, United States",952100.0,Colorado,Garfield
2026,2026,FIFTY2EIGHTY,81635.0,Rec,Parachute,2018,39.45395,-108.050077,The Green Joint - Parachute Recreational Cannabis Dispensary,"315 E 1st St, Parachute, CO 81635, United States",952100.0,Colorado,Garfield
2027,2027,FINE TREES,80239.0,Med & Rec,Denver,2016,39.7731278,-104.8484812,Lightshade Rec & Med Dispensary,"12075 E 40th Ave, Denver, CO 80239, United States",4110.0,Colorado,Denver
2028,2028,FINE TREES,80239.0,Med & Rec,Denver,2017,39.7731278,-104.8484812,Lightshade Rec & Med Dispensary,"12075 E 40th Ave, Denver, CO 80239, United States",4110.0,Colorado,Denver
2029,2029,FINE TREES,80239.0,Med & Rec,Denver,2018,39.7731278,-104.8484812,Lightshade Rec & Med Dispensary,"12075 E 40th Ave, Denver, CO 80239, United States",4110.0,Colorado,Denver
2030,2030,FIPG,81007.0,Med & Rec,Pueblo West,2015,38.33171,-104.7159039,FiPG,"67 N Silicon Drive. #130, Pueblo, CO 81007, United States",2923.0,Colorado,Pueblo
2031,2031,FIPG,81007.0,Med & Rec,Pueblo West,2016,38.33171,-104.7159039,FiPG,"67 N Silicon Drive. #130, Pueblo, CO 81007, United States",2923.0,Colorado,Pueblo
2032,2032,FIPG,81007.0,Med & Rec,Pueblo West,2017,38.33171,-104.7159039,FiPG,"67 N Silicon Drive. #130, Pueblo, CO 81007, United States",2923.0,Colorado,Pueblo
2033,2033,FIPG,81007.0,Med & Rec,Pueblo West,2018,38.33171,-104.7159039,FiPG,"67 N Silicon Drive. #130, Pueblo, CO 81007, United States",2923.0,Colorado,Pueblo
2034,2034,FIPG,81007.0,Med & Rec,Pueblo West,2019,38.33171,-104.7159039,FiPG,"67 N Silicon Drive. #130, Pueblo, CO 81007, United States",2923.0,Colorado,Pueblo
2035,2035,FIPG,81007.0,Med & Rec,Pueblo West,2020,38.33171,-104.7159039,FiPG,"67 N Silicon Drive. #130, Pueblo, CO 81007, United States",2923.0,Colorado,Pueblo
2036,2036,FIPG,81007.0,Med & Rec,Pueblo West,2021,38.33171,-104.7159039,FiPG,"67 N Silicon Drive. #130, Pueblo, CO 81007, United States",2923.0,Colorado,Pueblo
2037,2037,FIRE FLOWER,81019.0,Med & Rec,Colorado City,2022,37.9454234,-104.8355891,Fire Flower,"4490 Bent Brothers Blvd unit B1-B2, Colorado City, CO 81019, United States",2804.0,Colorado,Pueblo
2038,2038,FIRE MEDS,80909.0,Med,Colorado Springs,2017,38.8392428,-104.7604039,Fire Meds,"3615 E Platte Ave, Colorado Springs, CO 80909, United States",2102.0,Colorado,El Paso
2039,2039,FIRE MEDS,80909.0,Med,Colorado Springs,2018,38.8392428,-104.7604039,Fire Meds,"3615 E Platte Ave, Colorado Springs, CO 80909, United States",2102.0,Colorado,El Paso
2040,2040,FIRE MEDS,80909.0,Med,Colorado Springs,2019,38.8392428,-104.7604039,Fire Meds,"3615 E Platte Ave, Colorado Springs, CO 80909, United States",2102.0,Colorado,El Paso
2041,2041,FIRE MEDS,80909.0,Med,Colorado Springs,2020,38.8392428,-104.7604039,Fire Meds,"3615 E Platte Ave, Colorado Springs, CO 80909, United States",2102.0,Colorado,El Paso
2042,2042,FIRE MEDS,80909.0,Med,Colorado Springs,2021,38.8392428,-104.7604039,Fire Meds,"3615 E Platte Ave, Colorado Springs, CO 80909, United States",2102.0,Colorado,El Paso
2043,2043,FIRE MEDS,80909.0,Med,Colorado Springs,2022,38.8392428,-104.7604039,Fire Meds,"3615 E Platte Ave, Colorado Springs, CO 80909, United States",2102.0,Colorado,El Paso
2044,2044,FIREHOUSE ORGANICS,80204.0,Med,Denver,2014,39.7190632,-105.0037198,The Chronic Factory Dispensary - Denver,"150 Rio Grande Blvd, Denver, CO 80223, United States",2102.0,Colorado,Denver
2045,2045,FIREHOUSE ORGANICS,80204.0,Med,Denver,2015,39.7190632,-105.0037198,The Chronic Factory Dispensary - Denver,"150 Rio Grande Blvd, Denver, CO 80223, United States",2102.0,Colorado,Denver
