,Unnamed: 0.1,Unnamed: 0,DBA,ZIP,TYPE,CITY,YEAR,LAT,LONG,google_name,address,TRACT,STATE,County,New_TRACT,GEOID,INTPTLAT,INTPTLON
897,906,906,BUDDY BOY,80204.0,Med,Denver,2015,39.7285239,-105.0122983,Buddy Boy Cannabis Dispensary - Umatilla,"777 Umatilla St, Denver, CO 80204, United States",1901.0,Colorado,Denver,001901,08031001901,+39.7331806,-105.0086286
898,907,907,BUDDY BOY,80204.0,Med,Denver,2016,39.7285239,-105.0122983,Buddy Boy Cannabis Dispensary - Umatilla,"777 Umatilla St, Denver, CO 80204, United States",1901.0,Colorado,Denver,001901,08031001901,+39.7331806,-105.0086286
899,908,908,BUDDY BOY,80204.0,Med,Denver,2017,39.7285239,-105.0122983,Buddy Boy Cannabis Dispensary - Umatilla,"777 Umatilla St, Denver, CO 80204, United States",1901.0,Colorado,Denver,001901,08031001901,+39.7331806,-105.0086286
900,909,909,BUDDY BOY,80204.0,Med,Denver,2018,39.7285239,-105.0122983,Buddy Boy Cannabis Dispensary - Umatilla,"777 Umatilla St, Denver, CO 80204, United States",1901.0,Colorado,Denver,001901,08031001901,+39.7331806,-105.0086286
901,910,910,BUDDY BOY,80204.0,Med,Denver,2019,39.7285239,-105.0122983,Buddy Boy Cannabis Dispensary - Umatilla,"777 Umatilla St, Denver, CO 80204, United States",1901.0,Colorado,Denver,001901,08031001901,+39.7331806,-105.0086286
902,911,911,BUDDY BOY,80204.0,Med,Denver,2020,39.7285239,-105.0122983,Buddy Boy Cannabis Dispensary - Umatilla,"777 Umatilla St, Denver, CO 80204, United States",1901.0,Colorado,Denver,001901,08031001901,+39.7331806,-105.0086286
903,912,912,BUDDY BOY,80204.0,Med,Denver,2021,39.7285239,-105.0122983,Buddy Boy Cannabis Dispensary - Umatilla,"777 Umatilla St, Denver, CO 80204, United States",1901.0,Colorado,Denver,001901,08031001901,+39.7331806,-105.0086286
904,913,913,BUDDY BOY,80204.0,Med,Denver,2022,39.7285239,-105.0122983,Buddy Boy Cannabis Dispensary - Umatilla,"777 Umatilla St, Denver, CO 80204, United States",1901.0,Colorado,Denver,001901,08031001901,+39.7331806,-105.0086286
905,914,914,BUDDY BOY,80205.0,Med & Rec,Denver,2014,39.7703907,-104.9713237,Buddy Boy Cannabis Dispensary - Walnut,"3814 Walnut St, Denver, CO 80205, United States",3601.0,Colorado,Denver,003601,08031003601,+39.7671839,-104.9662007
906,915,915,BUDDY BOY,80205.0,Med & Rec,Denver,2015,39.7703907,-104.9713237,Buddy Boy Cannabis Dispensary - Walnut,"3814 Walnut St, Denver, CO 80205, United States",3601.0,Colorado,Denver,003601,08031003601,+39.7671839,-104.9662007
907,916,916,BUDDY BOY,80205.0,Med & Rec,Denver,2016,39.7703907,-104.9713237,Buddy Boy Cannabis Dispensary - Walnut,"3814 Walnut St, Denver, CO 80205, United States",3601.0,Colorado,Denver,003601,08031003601,+39.7671839,-104.9662007
908,917,917,BUDDY BOY,80205.0,Med & Rec,Denver,2017,39.7703907,-104.9713237,Buddy Boy Cannabis Dispensary - Walnut,"3814 Walnut St, Denver, CO 80205, United States",3601.0,Colorado,Denver,003601,08031003601,+39.7671839,-104.9662007
909,918,918,BUDDY BOY,80205.0,Med & Rec,Denver,2018,39.7703907,-104.9713237,Buddy Boy Cannabis Dispensary - Walnut,"3814 Walnut St, Denver, CO 80205, United States",3601.0,Colorado,Denver,003601,08031003601,+39.7671839,-104.9662007
910,919,919,BUDDY BOY,80205.0,Med & Rec,Denver,2019,39.7703907,-104.9713237,Buddy Boy Cannabis Dispensary - Walnut,"3814 Walnut St, Denver, CO 80205, United States",3601.0,Colorado,Denver,003601,08031003601,+39.7671839,-104.9662007
911,920,920,BUDDY BOY,80205.0,Med & Rec,Denver,2020,39.7703907,-104.9713237,Buddy Boy Cannabis Dispensary - Walnut,"3814 Walnut St, Denver, CO 80205, United States",3601.0,Colorado,Denver,003601,08031003601,+39.7671839,-104.9662007
912,921,921,BUDDY BOY,80205.0,Med & Rec,Denver,2021,39.7703907,-104.9713237,Buddy Boy Cannabis Dispensary - Walnut,"3814 Walnut St, Denver, CO 80205, United States",3601.0,Colorado,Denver,003601,08031003601,+39.7671839,-104.9662007
913,922,922,BUDDY BOY,80205.0,Med & Rec,Denver,2022,39.7703907,-104.9713237,Buddy Boy Cannabis Dispensary - Walnut,"3814 Walnut St, Denver, CO 80205, United States",3601.0,Colorado,Denver,003601,08031003601,+39.7671839,-104.9662007
914,923,923,BUDDY BOY,80212.0,Med & Rec,Denver,2014,39.77638839999999,-105.0541295,Star Buds Recreational Marijuana Dispensary Lakeside,"5238 W 44th Ave, Denver, CO 80212, United States",10603.0,Colorado,Jefferson,010603,08059010603,+39.7729915,-105.0673281
915,924,924,BUDDY BOY,80212.0,Med & Rec,Denver,2015,39.77638839999999,-105.0541295,Star Buds Recreational Marijuana Dispensary Lakeside,"5238 W 44th Ave, Denver, CO 80212, United States",10603.0,Colorado,Jefferson,010603,08059010603,+39.7729915,-105.0673281
916,925,925,BUDDY BOY,80212.0,Med & Rec,Denver,2016,39.77638839999999,-105.0541295,Star Buds Recreational Marijuana Dispensary Lakeside,"5238 W 44th Ave, Denver, CO 80212, United States",10603.0,Colorado,Jefferson,010603,08059010603,+39.7729915,-105.0673281
917,926,926,BUDDY BOY,80212.0,Med & Rec,Denver,2017,39.77638839999999,-105.0541295,Star Buds Recreational Marijuana Dispensary Lakeside,"5238 W 44th Ave, Denver, CO 80212, United States",10603.0,Colorado,Jefferson,010603,08059010603,+39.7729915,-105.0673281
918,927,927,BUDDY BOY,80212.0,Med & Rec,Denver,2018,39.77638839999999,-105.0541295,Star Buds Recreational Marijuana Dispensary Lakeside,"5238 W 44th Ave, Denver, CO 80212, United States",10603.0,Colorado,Jefferson,010603,08059010603,+39.7729915,-105.0673281
919,928,928,BUDDY BOY,80212.0,Med & Rec,Denver,2019,39.77638839999999,-105.0541295,Star Buds Recreational Marijuana Dispensary Lakeside,"5238 W 44th Ave, Denver, CO 80212, United States",10603.0,Colorado,Jefferson,010603,08059010603,+39.7729915,-105.0673281
920,929,929,BUDDY BOY,80212.0,Med & Rec,Denver,2020,39.77638839999999,-105.0541295,Star Buds Recreational Marijuana Dispensary Lakeside,"5238 W 44th Ave, Denver, CO 80212, United States",10603.0,Colorado,Jefferson,010603,08059010603,+39.7729915,-105.0673281
921,930,930,BUDDY BOY,80212.0,Med & Rec,Denver,2021,39.77638839999999,-105.0541295,Star Buds Recreational Marijuana Dispensary Lakeside,"5238 W 44th Ave, Denver, CO 80212, United States",10603.0,Colorado,Jefferson,010603,08059010603,+39.7729915,-105.0673281
922,931,931,BUDDY BOY,80212.0,Med & Rec,Denver,2022,39.77638839999999,-105.0541295,Star Buds Recreational Marijuana Dispensary Lakeside,"5238 W 44th Ave, Denver, CO 80212, United States",10603.0,Colorado,Jefferson,010603,08059010603,+39.7729915,-105.0673281
923,932,932,BUDDY BOY,80216.0,Med & Rec,Denver,2014,39.7883497,-104.9583987,Buddy Boy Cannabis Dispensary - York,"5050 York St, Denver, CO 80216, United States",3501.0,Colorado,Denver,003501,08031003501,+39.7812624,-104.9619170
924,933,933,BUDDY BOY,80216.0,Med & Rec,Denver,2015,39.7883497,-104.9583987,Buddy Boy Cannabis Dispensary - York,"5050 York St, Denver, CO 80216, United States",3501.0,Colorado,Denver,003501,08031003501,+39.7812624,-104.9619170
925,934,934,BUDDY BOY,80216.0,Med & Rec,Denver,2016,39.7883497,-104.9583987,Buddy Boy Cannabis Dispensary - York,"5050 York St, Denver, CO 80216, United States",3501.0,Colorado,Denver,003501,08031003501,+39.7812624,-104.9619170
926,935,935,BUDDY BOY,80216.0,Med & Rec,Denver,2017,39.7883497,-104.9583987,Buddy Boy Cannabis Dispensary - York,"5050 York St, Denver, CO 80216, United States",3501.0,Colorado,Denver,003501,08031003501,+39.7812624,-104.9619170
927,936,936,BUDDY BOY,80216.0,Med & Rec,Denver,2018,39.7883497,-104.9583987,Buddy Boy Cannabis Dispensary - York,"5050 York St, Denver, CO 80216, United States",3501.0,Colorado,Denver,003501,08031003501,+39.7812624,-104.9619170
928,937,937,BUDDY BOY,80216.0,Med & Rec,Denver,2019,39.7883497,-104.9583987,Buddy Boy Cannabis Dispensary - York,"5050 York St, Denver, CO 80216, United States",3501.0,Colorado,Denver,003501,08031003501,+39.7812624,-104.9619170
929,938,938,BUDDY BOY,80216.0,Med & Rec,Denver,2020,39.7883497,-104.9583987,Buddy Boy Cannabis Dispensary - York,"5050 York St, Denver, CO 80216, United States",3501.0,Colorado,Denver,003501,08031003501,+39.7812624,-104.9619170
930,939,939,BUDDY BOY,80216.0,Med & Rec,Denver,2021,39.7883497,-104.9583987,Buddy Boy Cannabis Dispensary - York,"5050 York St, Denver, CO 80216, United States",3501.0,Colorado,Denver,003501,08031003501,+39.7812624,-104.9619170
931,940,940,BUDDY BOY,80216.0,Med & Rec,Denver,2022,39.7883497,-104.9583987,Buddy Boy Cannabis Dispensary - York,"5050 York St, Denver, CO 80216, United States",3501.0,Colorado,Denver,003501,08031003501,+39.7812624,-104.9619170
932,941,941,BUDDY BOY,80219.0,Med & Rec,Denver,2014,39.672552,-105.024634,Buddy Boy Cannabis Dispensary - South Federal,"2426 S Federal Blvd, Denver, CO 80219, United States",15600.0,Colorado,Denver,015600,08031015600,+39.6759062,-105.0192050
933,942,942,BUDDY BOY,80219.0,Med & Rec,Denver,2015,39.672552,-105.024634,Buddy Boy Cannabis Dispensary - South Federal,"2426 S Federal Blvd, Denver, CO 80219, United States",15600.0,Colorado,Denver,015600,08031015600,+39.6759062,-105.0192050
934,943,943,BUDDY BOY,80219.0,Med & Rec,Denver,2016,39.672552,-105.024634,Buddy Boy Cannabis Dispensary - South Federal,"2426 S Federal Blvd, Denver, CO 80219, United States",15600.0,Colorado,Denver,015600,08031015600,+39.6759062,-105.0192050
935,944,944,BUDDY BOY,80219.0,Med & Rec,Denver,2017,39.672552,-105.024634,Buddy Boy Cannabis Dispensary - South Federal,"2426 S Federal Blvd, Denver, CO 80219, United States",15600.0,Colorado,Denver,015600,08031015600,+39.6759062,-105.0192050
936,945,945,BUDDY BOY,80219.0,Med & Rec,Denver,2018,39.672552,-105.024634,Buddy Boy Cannabis Dispensary - South Federal,"2426 S Federal Blvd, Denver, CO 80219, United States",15600.0,Colorado,Denver,015600,08031015600,+39.6759062,-105.0192050
937,946,946,BUDDY BOY,80219.0,Med & Rec,Denver,2019,39.672552,-105.024634,Buddy Boy Cannabis Dispensary - South Federal,"2426 S Federal Blvd, Denver, CO 80219, United States",15600.0,Colorado,Denver,015600,08031015600,+39.6759062,-105.0192050
938,947,947,BUDDY BOY,80219.0,Med & Rec,Denver,2020,39.672552,-105.024634,Buddy Boy Cannabis Dispensary - South Federal,"2426 S Federal Blvd, Denver, CO 80219, United States",15600.0,Colorado,Denver,015600,08031015600,+39.6759062,-105.0192050
939,948,948,BUDDY BOY,80219.0,Med & Rec,Denver,2021,39.672552,-105.024634,Buddy Boy Cannabis Dispensary - South Federal,"2426 S Federal Blvd, Denver, CO 80219, United States",15600.0,Colorado,Denver,015600,08031015600,+39.6759062,-105.0192050
940,949,949,BUDDY BOY,80219.0,Med & Rec,Denver,2022,39.672552,-105.024634,Buddy Boy Cannabis Dispensary - South Federal,"2426 S Federal Blvd, Denver, CO 80219, United States",15600.0,Colorado,Denver,015600,08031015600,+39.6759062,-105.0192050
941,950,950,BUDDY BOY,80221.0,Med,Denver,2014,39.7886646,-105.0249213,Social Cannabis Federal,"5068 N Federal Blvd, Denver, CO 80221, United States",201.0,Colorado,Denver,000201,08031000201,+39.7875491,-105.0117362
942,951,951,BUDDY BOY,80221.0,Med,Denver,2015,39.7886646,-105.0249213,Social Cannabis Federal,"5068 N Federal Blvd, Denver, CO 80221, United States",201.0,Colorado,Denver,000201,08031000201,+39.7875491,-105.0117362
943,952,952,BUDDY BOY,80223.0,Med,Denver,2014,39.7787793,-104.9787256,Lemonnade Denver Recreational and Medical Dispensary,"4500 Washington St Unit B, Denver, CO 80216, United States",1500.0,Colorado,Denver,001500,08031001500,+39.7811003,-104.9863420
944,953,953,BUDDY BOY,80223.0,Med,Denver,2015,39.7787793,-104.9787256,Lemonnade Denver Recreational and Medical Dispensary,"4500 Washington St Unit B, Denver, CO 80216, United States",1500.0,Colorado,Denver,001500,08031001500,+39.7811003,-104.9863420
945,954,954,BUDDY BOY,80223.0,Med,Denver,2016,39.7787793,-104.9787256,Lemonnade Denver Recreational and Medical Dispensary,"4500 Washington St Unit B, Denver, CO 80216, United States",1500.0,Colorado,Denver,001500,08031001500,+39.7811003,-104.9863420
946,955,955,BUDDY BOY,80223.0,Med,Denver,2017,39.7787793,-104.9787256,Lemonnade Denver Recreational and Medical Dispensary,"4500 Washington St Unit B, Denver, CO 80216, United States",1500.0,Colorado,Denver,001500,08031001500,+39.7811003,-104.9863420
947,956,956,BUDDY BOY,80223.0,Med,Denver,2018,39.7787793,-104.9787256,Lemonnade Denver Recreational and Medical Dispensary,"4500 Washington St Unit B, Denver, CO 80216, United States",1500.0,Colorado,Denver,001500,08031001500,+39.7811003,-104.9863420
948,957,957,BUDDY BOY,80223.0,Med,Denver,2019,39.7787793,-104.9787256,Lemonnade Denver Recreational and Medical Dispensary,"4500 Washington St Unit B, Denver, CO 80216, United States",1500.0,Colorado,Denver,001500,08031001500,+39.7811003,-104.9863420
949,958,958,BUDDY BOY,80223.0,Med,Denver,2020,39.7787793,-104.9787256,Lemonnade Denver Recreational and Medical Dispensary,"4500 Washington St Unit B, Denver, CO 80216, United States",1500.0,Colorado,Denver,001500,08031001500,+39.7811003,-104.9863420
950,959,959,BUDDY BOY,80223.0,Med,Denver,2021,39.7787793,-104.9787256,Lemonnade Denver Recreational and Medical Dispensary,"4500 Washington St Unit B, Denver, CO 80216, United States",1500.0,Colorado,Denver,001500,08031001500,+39.7811003,-104.9863420
951,960,960,BUDDY BOY,80223.0,Med,Denver,2022,39.7787793,-104.9787256,Lemonnade Denver Recreational and Medical Dispensary,"4500 Washington St Unit B, Denver, CO 80216, United States",1500.0,Colorado,Denver,001500,08031001500,+39.7811003,-104.9863420
952,961,961,BUDS,81630.0,Rec,De Beque,2017,39.2989196,-108.2190093,Buds Premium Cannabis - De Beque,"2034 I-70 Frontage Rd., Old, US-6, De Beque, CO 81630, United States",1800.0,Colorado,Mesa,001800,08031001800,+39.7309653,-104.9958422
953,962,962,BUDS,81630.0,Rec,De Beque,2018,39.2989196,-108.2190093,Buds Premium Cannabis - De Beque,"2034 I-70 Frontage Rd., Old, US-6, De Beque, CO 81630, United States",1800.0,Colorado,Mesa,001800,08031001800,+39.7309653,-104.9958422
954,963,963,BUDS,81630.0,Rec,De Beque,2019,39.2989196,-108.2190093,Buds Premium Cannabis - De Beque,"2034 I-70 Frontage Rd., Old, US-6, De Beque, CO 81630, United States",1800.0,Colorado,Mesa,001800,08031001800,+39.7309653,-104.9958422
955,964,964,BUDS,81630.0,Rec,De Beque,2020,39.2989196,-108.2190093,Buds Premium Cannabis - De Beque,"2034 I-70 Frontage Rd., Old, US-6, De Beque, CO 81630, United States",1800.0,Colorado,Mesa,001800,08031001800,+39.7309653,-104.9958422
956,965,965,BUDS,81630.0,Rec,De Beque,2021,39.2989196,-108.2190093,Buds Premium Cannabis - De Beque,"2034 I-70 Frontage Rd., Old, US-6, De Beque, CO 81630, United States",1800.0,Colorado,Mesa,001800,08031001800,+39.7309653,-104.9958422
957,966,966,BUDS,81630.0,Rec,De Beque,2022,39.2989196,-108.2190093,Buds Premium Cannabis - De Beque,"2034 I-70 Frontage Rd., Old, US-6, De Beque, CO 81630, United States",1800.0,Colorado,Mesa,001800,08031001800,+39.7309653,-104.9958422
958,967,967,BUDS LTD,81635.0,Rec,Parachute,2015,39.449681,-108.0515783,Buds Dispensary - Parachute Premium & Rare Cannabis,"104 Cardinal Way, Parachute, CO 81635, United States",952100.0,Colorado,Garfield,952100,08045952100,+39.4580099,-108.5643398
959,968,968,BUDS LTD,81635.0,Rec,Parachute,2016,39.449681,-108.0515783,Buds Dispensary - Parachute Premium & Rare Cannabis,"104 Cardinal Way, Parachute, CO 81635, United States",952100.0,Colorado,Garfield,952100,08045952100,+39.4580099,-108.5643398
960,969,969,BUDS LTD,81635.0,Rec,Parachute,2017,39.449681,-108.0515783,Buds Dispensary - Parachute Premium & Rare Cannabis,"104 Cardinal Way, Parachute, CO 81635, United States",952100.0,Colorado,Garfield,952100,08045952100,+39.4580099,-108.5643398
961,970,970,BUDS LTD,81635.0,Rec,Parachute,2018,39.449681,-108.0515783,Buds Dispensary - Parachute Premium & Rare Cannabis,"104 Cardinal Way, Parachute, CO 81635, United States",952100.0,Colorado,Garfield,952100,08045952100,+39.4580099,-108.5643398
962,971,971,BUDS LTD,81635.0,Rec,Parachute,2019,39.449681,-108.0515783,Buds Dispensary - Parachute Premium & Rare Cannabis,"104 Cardinal Way, Parachute, CO 81635, United States",952100.0,Colorado,Garfield,952100,08045952100,+39.4580099,-108.5643398
963,972,972,BUDS LTD,81635.0,Rec,Parachute,2020,39.449681,-108.0515783,Buds Dispensary - Parachute Premium & Rare Cannabis,"104 Cardinal Way, Parachute, CO 81635, United States",952100.0,Colorado,Garfield,952100,08045952100,+39.4580099,-108.5643398
964,973,973,BUDS LTD,81635.0,Rec,Parachute,2021,39.449681,-108.0515783,Buds Dispensary - Parachute Premium & Rare Cannabis,"104 Cardinal Way, Parachute, CO 81635, United States",952100.0,Colorado,Garfield,952100,08045952100,+39.4580099,-108.5643398
965,974,974,BUDS LTD,81635.0,Rec,Parachute,2022,39.449681,-108.0515783,Buds Dispensary - Parachute Premium & Rare Cannabis,"104 Cardinal Way, Parachute, CO 81635, United States",952100.0,Colorado,Garfield,952100,08045952100,+39.4580099,-108.5643398
966,975,975,"BUDS,",81630.0,Rec,De Beque,2017,39.2989196,-108.2190093,Buds Premium Cannabis - De Beque,"2034 I-70 Frontage Rd., Old, US-6, De Beque, CO 81630, United States",1800.0,Colorado,Mesa,001800,08031001800,+39.7309653,-104.9958422
967,976,976,"BUDS,",81630.0,Rec,De Beque,2018,39.2989196,-108.2190093,Buds Premium Cannabis - De Beque,"2034 I-70 Frontage Rd., Old, US-6, De Beque, CO 81630, United States",1800.0,Colorado,Mesa,001800,08031001800,+39.7309653,-104.9958422
968,977,977,BUENA SUERTE COMPANY,80020.0,Med & Rec,Broomfield,2022,39.9223768,-105.0917054,Magnolia Road Cannabis Co. - Broomfield Dispensary,"1995 W Midway Blvd, Broomfield, CO 80020, United States",31202.0,Colorado,Broomfield,031202,08014031202,+39.9292022,-105.1003462
969,978,978,BUFFALO BIOTECH,81611.0,Rec,Aspen,2019,39.1888876,-106.8194552,Green Dragon Recreational Weed Dispensary Aspen,"409 E Hyman Ave, Aspen, CO 81611, United States",402.0,Colorado,Pitkin,000402,08097000402,+39.0940823,-106.8862934
970,979,979,BUFFALO BIOTECH,81611.0,Rec,Aspen,2020,39.1888876,-106.8194552,Green Dragon Recreational Weed Dispensary Aspen,"409 E Hyman Ave, Aspen, CO 81611, United States",402.0,Colorado,Pitkin,000402,08097000402,+39.0940823,-106.8862934
971,980,980,BUFFALO BIOTECH ,81611.0,Rec,Aspen,2020,39.1888876,-106.8194552,Green Dragon Recreational Weed Dispensary Aspen,"409 E Hyman Ave, Aspen, CO 81611, United States",402.0,Colorado,Pitkin,000402,08097000402,+39.0940823,-106.8862934
972,981,981,BUKU LOUD,80916.0,Med,Colorado Springs,2016,38.78756250000001,-104.7546871,"Buku Loud, Medical Marijuana Dispensary","3079 S Academy Blvd, Colorado Springs, CO 80916, United States",4009.0,Colorado,El Paso,004009,08041004009,+38.7855834,-104.7540130
973,982,982,BUKU LOUD,80916.0,Med,Colorado Springs,2017,38.78756250000001,-104.7546871,"Buku Loud, Medical Marijuana Dispensary","3079 S Academy Blvd, Colorado Springs, CO 80916, United States",4009.0,Colorado,El Paso,004009,08041004009,+38.7855834,-104.7540130
974,983,983,BUKU LOUD,80916.0,Med,Colorado Springs,2018,38.78756250000001,-104.7546871,"Buku Loud, Medical Marijuana Dispensary","3079 S Academy Blvd, Colorado Springs, CO 80916, United States",4009.0,Colorado,El Paso,004009,08041004009,+38.7855834,-104.7540130
975,984,984,BUKU LOUD,80916.0,Med,Colorado Springs,2019,38.78756250000001,-104.7546871,"Buku Loud, Medical Marijuana Dispensary","3079 S Academy Blvd, Colorado Springs, CO 80916, United States",4009.0,Colorado,El Paso,004009,08041004009,+38.7855834,-104.7540130
976,985,985,BUKU LOUD,80916.0,Med,Colorado Springs,2020,38.78756250000001,-104.7546871,"Buku Loud, Medical Marijuana Dispensary","3079 S Academy Blvd, Colorado Springs, CO 80916, United States",4009.0,Colorado,El Paso,004009,08041004009,+38.7855834,-104.7540130
977,986,986,BUKU LOUD,80916.0,Med,Colorado Springs,2021,38.78756250000001,-104.7546871,"Buku Loud, Medical Marijuana Dispensary","3079 S Academy Blvd, Colorado Springs, CO 80916, United States",4009.0,Colorado,El Paso,004009,08041004009,+38.7855834,-104.7540130
978,987,987,BUKU LOUD,80916.0,Med,Colorado Springs,2022,38.78756250000001,-104.7546871,"Buku Loud, Medical Marijuana Dispensary","3079 S Academy Blvd, Colorado Springs, CO 80916, United States",4009.0,Colorado,El Paso,004009,08041004009,+38.7855834,-104.7540130
979,988,988,BUSHES,80301.0,Med,Boulder,2016,40.0172442,-105.2526776,Star Buds Cannabis Dispensary Boulder,"1750 30th St Unit 12, Boulder, CO 80301, United States",12208.0,Colorado,Boulder,012208,08013012208,+40.0211401,-105.2391418
980,989,989,BUSHES,80301.0,Med,Boulder,2017,40.0172442,-105.2526776,Star Buds Cannabis Dispensary Boulder,"1750 30th St Unit 12, Boulder, CO 80301, United States",12208.0,Colorado,Boulder,012208,08013012208,+40.0211401,-105.2391418
981,990,990,BUSHES,80301.0,Med,Boulder,2018,40.0172442,-105.2526776,Star Buds Cannabis Dispensary Boulder,"1750 30th St Unit 12, Boulder, CO 80301, United States",12208.0,Colorado,Boulder,012208,08013012208,+40.0211401,-105.2391418
982,991,991,BUSHES,80302.0,Med,Boulder,2014,40.017602,-105.2820485,Helping Hands Cannabis - Boulder Recreational Dispensary and Medical Marijuana,"1021 Pearl St, Boulder, CO 80302, United States",12204.0,Colorado,Boulder,012204,08013012204,+40.0176123,-105.2791597
983,992,992,BUSHES,80302.0,Med,Boulder,2015,40.017602,-105.2820485,Helping Hands Cannabis - Boulder Recreational Dispensary and Medical Marijuana,"1021 Pearl St, Boulder, CO 80302, United States",12204.0,Colorado,Boulder,012204,08013012204,+40.0176123,-105.2791597
984,993,993,BUSHES,80302.0,Med,Boulder,2016,40.017602,-105.2820485,Helping Hands Cannabis - Boulder Recreational Dispensary and Medical Marijuana,"1021 Pearl St, Boulder, CO 80302, United States",12204.0,Colorado,Boulder,012204,08013012204,+40.0176123,-105.2791597
985,994,994,B_x0081_?GOOD,80234.0,Rec,Northglenn,2016,39.9046418,-104.9909998,bgood Marijuana Dispensary,"11450 Cherokee St Unit A7, Northglenn, CO 80234, United States",9323.0,Colorado,Adams,009323,08001009323,+39.8986779,-104.9931394
986,995,995,Backcountry Cannabis Company,81224.0,Rec,Crested Butte,2022,38.8672964,-106.9843367,Backcountry Cannabis,"329 Belleview Ave A, Crested Butte, CO 81224, United States",963800.0,Colorado,Gunnison,963800,08051963800,+38.8800767,-106.9327790
987,996,996,Backstage Grass,81212.0,Med,Canon City,2022,38.4473595,-105.2112306,Backstage Grass - Medical Dispensary,"117 Greydene Ave, Cañon City, CO 81212, United States",978400.0,Colorado,Fremont,978400,08043978400,+38.4400010,-105.1920177
988,997,997,Baxter Springs Dispensary,81610.0,Rec,Dinosaur,2022,40.2439343,-109.0014304,Baxter Springs Dispensary,"701 Brontosaurus Blvd, Dinosaur, CO 81610, United States",600.0,Colorado,Moffat,000600,08031000600,+39.7521395,-105.0192168
989,998,998,Beacon Wellness Group II,81328.0,Med,Mancos,2014,37.3469816,-108.2893991,LivWell Dispensary,"101 Railroad Ave, Mancos, CO 81328, United States",969100.0,Colorado,Montezuma,969100,08083969100,+37.3552575,-108.2992999
990,999,999,Billo,80487.0,Med,Steamboat Springs,2022,40.448862,-106.8152269,Billo Premium Cannabis,"3150 Ingles Ln, Steamboat Springs, CO 80487, United States",701.0,Colorado,Routt,000701,08107000701,+40.4613338,-106.8098539
991,1000,1000,BioMeds,80905.0,Med,Colorado Springs,2022,38.7990426,-104.801079,BioMeds of Colorado Springs,"2301 Rand Ave, Colorado Springs, CO 80905, United States",2902.0,Colorado,El Paso,002902,08031002902,+39.7015908,-104.9767276
992,1001,1001,BlackJack Cannabis,81625.0,Rec,Craig,2022,40.5139301,-107.5569156,Good Vibes Rocky Mountain Dispensary,"820 W Victory Way, Craig, CO 81625, United States",400.0,Colorado,Moffat,000400,08081000400,+40.5229310,-107.5645542
993,1002,1002,Blue Heron Dispensary,80467.0,Rec,Oak Creek,2022,40.2761155,-106.9587287,Blue Heron Recreational Dispensary,"100 W Main St, Oak Creek, CO 80467, United States",300.0,Colorado,Routt,000300,08015000300,+38.6064382,-106.1624627
994,1003,1003,Bonfire Cannabis Company,80478.0,Rec,Tabernash,2022,39.9929529,-105.844605,Bonfire Cannabis Co,"8 County Rd 821, Tabernash, CO 80478, United States",205.0,Colorado,Grand,000205,08049000205,+40.0201859,-105.9675753
995,1004,1004,Border Buds,81303.0,Rec,Durango,2022,37.0257013,-107.8798686,Border Buds,"1929 US-550, Durango, CO 81303, United States",940400.0,Colorado,La Plata,940400,08007940400,+37.1226363,-107.2523140
996,1005,1005,Boulder Wellness Cannabis Company,80303.0,Med,Boulder,2022,40.0140111,-105.2271975,Boulder Wellness Cannabis Company,"5420 Arapahoe Ave F, Boulder, CO 80303, United States",12603.0,Colorado,Boulder,012603,08013012603,+40.0082506,-105.2319886
997,1006,1006,Briargate Wellness Center,80918.0,Med,Colorado Springs,2022,38.9264864,-104.8105254,Briargate Wellness Center L.L.C.,"890 Dublin Blvd suite c, Colorado Springs, CO 80918, United States",7700.0,Colorado,El Paso,007700,08041007700,+38.9187660,-104.8029178
998,1007,1007,C1B TRUE ORGANICS,81089.0,Rec,Walsenburg,2019,37.6515617,-104.7926249,C1B True Organics,"601 U.S. Hwy 85 #87, Walsenburg, CO 81089, United States",960600.0,Colorado,Huerfano,960600,08055960600,+37.6521532,-104.7652400
999,1008,1008,C1B TRUE ORGANICS,81089.0,Rec,Walsenburg,2020,37.6515617,-104.7926249,C1B True Organics,"601 U.S. Hwy 85 #87, Walsenburg, CO 81089, United States",960600.0,Colorado,Huerfano,960600,08055960600,+37.6521532,-104.7652400
1000,1009,1009,C1B TRUE ORGANICS,81089.0,Rec,Walsenburg,2021,37.6515617,-104.7926249,C1B True Organics,"601 U.S. Hwy 85 #87, Walsenburg, CO 81089, United States",960600.0,Colorado,Huerfano,960600,08055960600,+37.6521532,-104.7652400
1001,1010,1010,C1B TRUE ORGANICS,81089.0,Rec,Walsenburg,2022,37.6515617,-104.7926249,C1B True Organics,"601 U.S. Hwy 85 #87, Walsenburg, CO 81089, United States",960600.0,Colorado,Huerfano,960600,08055960600,+37.6521532,-104.7652400
1002,1011,1011,CABIN CANNABIS,81230.0,Rec,Gunnison,2018,38.5438596,-106.9377279,CABIN CANNABIS,"901 W Tomichi Ave, Gunnison, CO 81230, United States",963701.0,Colorado,Gunnison,963701,08051963701,+38.5463262,-106.9415570
1003,1012,1012,CABIN CANNABIS,81230.0,Rec,Gunnison,2019,38.5438596,-106.9377279,CABIN CANNABIS,"901 W Tomichi Ave, Gunnison, CO 81230, United States",963701.0,Colorado,Gunnison,963701,08051963701,+38.5463262,-106.9415570
